date,league,t1,t2,bet_type,bet_line,ROI,fair_odds,odds,House,url,status
2024-01-25,LOL - LLA Opening,INFINITY,All Knights,under,total_dragons 4.5,38.33%,1.2,1.66,Bet365,https://www.bet365.com/#/AC/B151/C20933562/D19/E18831929/F19/,loss
2024-01-25,LOL - LLA Opening,INFINITY,All Knights,over,total_towers 12.5,31.25%,1.71,2.25,Bet365,https://www.bet365.com/#/AC/B151/C20933562/D19/E18831929/F19/,loss
2024-01-25,LOL - LLA Opening,INFINITY,All Knights,under,total_kills 23.5,22.00%,1.5,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20933562/D19/E18831929/F19/,win
2024-01-25,LOL - LLA Opening,INFINITY,All Knights,under,game_duration 31.5,52.50%,1.2,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20933562/D19/E18831929/F19/,loss
2024-01-25,LOL - LLA Opening,INFINITY,All Knights,over,total_inhibitors 1.5,17.75%,1.33,1.57,Bet365,https://www.bet365.com/#/AC/B151/C20933562/D19/E18831929/F19/,loss
2024-01-25,LOL - LLA Opening,INFINITY,All Knights,under,total_barons 1.5,47.58%,1.09,1.61,Bet365,https://www.bet365.com/#/AC/B151/C20933562/D19/E18831929/F19/,win
2024-01-25,LOL - LLA Opening,Six Karma,All Knights,under,total_dragons 4.5,66.00%,1.0,1.66,Bet365,https://www.bet365.com/#/AC/B151/C20933562/D19/E18831930/F19/,loss
2024-01-25,LOL - LLA Opening,Six Karma,All Knights,under,total_towers 11.5,68.75%,1.33,2.25,Bet365,https://www.bet365.com/#/AC/B151/C20933562/D19/E18831930/F19/,loss
2024-01-25,LOL - LLA Opening,Six Karma,All Knights,under,game_duration 31.5,83.00%,1.0,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20933562/D19/E18831930/F19/,loss
2024-01-25,LOL - LLA Opening,Six Karma,All Knights,over,total_inhibitors 1.5,17.75%,1.33,1.57,Bet365,https://www.bet365.com/#/AC/B151/C20933562/D19/E18831930/F19/,win
2024-01-25,LOL - LLA Opening,Six Karma,All Knights,under,total_barons 1.5,61.00%,1.0,1.61,Bet365,https://www.bet365.com/#/AC/B151/C20933562/D19/E18831930/F19/,loss
2024-01-26,LOL - LLA Opening,Movistar R7,Isurus,under,total_kills 26.5,29.63%,1.41,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20933562/D19/E18831931/F19/,win
2024-01-26,LOL - LLA Opening,Movistar R7,Isurus,under,total_barons 1.5,8.00%,1.33,1.44,Bet365,https://www.bet365.com/#/AC/B151/C20933562/D19/E18831931/F19/,win
2024-01-25,LOL - LCK Spring,Dplus KIA,Nongshim RedForce,under,game_duration 30.5,5.22%,1.74,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20930782/D19/E18848043/F19/,win
2024-01-25,LOL - LCK Spring,OKSavingsBank BRION,Gen.G,over,total_towers 11.5,23.75%,1.82,2.25,Bet365,https://www.bet365.com/#/AC/B151/C20930782/D19/E18848044/F19/,win
2024-01-25,LOL - LCK Spring,OKSavingsBank BRION,Gen.G,over,game_duration 28.5,23.53%,1.48,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20930782/D19/E18848044/F19/,win
2024-01-25,LOL - LCK Spring,OKSavingsBank BRION,Gen.G,over,total_inhibitors 1.5,9.80%,1.67,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20930782/D19/E18848044/F19/,win
2024-01-26,LOL - LCK Spring,KT Rolster,T1,over,game_duration 30.5,5.22%,1.74,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20930782/D19/E18848045/F19/,win
2024-01-25,LOL - LFL Spring,Team du Sud,Team GO,over,total_dragons 4.5,83.00%,1.0,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20932761/D19/E18839712/F19/,loss
2024-01-25,LOL - LFL Spring,Team du Sud,Team GO,over,total_towers 12.5,37.25%,1.33,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20932761/D19/E18839712/F19/,win
2024-01-25,LOL - LFL Spring,Team du Sud,Team GO,over,total_kills 28.5,37.25%,1.33,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20932761/D19/E18839712/F19/,win
2024-01-25,LOL - LFL Spring,Team du Sud,Team GO,over,game_duration 32.5,83.00%,1.0,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20932761/D19/E18839712/F19/,loss
2024-01-25,LOL - LFL Spring,Team du Sud,Team GO,over,total_inhibitors 1.5,17.75%,1.33,1.57,Bet365,https://www.bet365.com/#/AC/B151/C20932761/D19/E18839712/F19/,win
2024-01-25,LOL - LFL Spring,Team du Sud,Team GO,over,total_barons 1.5,37.25%,1.33,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20932761/D19/E18839712/F19/,loss
2024-01-25,LOL - LFL Spring,Vitality.Bee,Aegis,over,total_dragons 4.5,25.00%,2.0,2.5,Bet365,https://www.bet365.com/#/AC/B151/C20932761/D19/E18839713/F19/,loss
2024-01-25,LOL - LFL Spring,Vitality.Bee,Aegis,over,total_towers 11.5,125.00%,1.0,2.25,Bet365,https://www.bet365.com/#/AC/B151/C20932761/D19/E18839713/F19/,loss
2024-01-25,LOL - LFL Spring,Vitality.Bee,Aegis,under,total_kills 24.5,37.25%,1.33,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20932761/D19/E18839713/F19/,win
2024-01-25,LOL - LFL Spring,Vitality.Bee,Aegis,over,game_duration 29.5,37.25%,1.33,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20932761/D19/E18839713/F19/,win
2024-01-25,LOL - LFL Spring,Vitality.Bee,Aegis,under,total_barons 1.5,40.00%,1.0,1.4,Bet365,https://www.bet365.com/#/AC/B151/C20932761/D19/E18839713/F19/,win
2024-01-27,LOL - LEC Winter,GiantX,G2 Esports,over,total_dragons 4.5,31.00%,2.0,2.62,Bet365,https://www.bet365.com/#/AC/B151/C20932079/D19/E18854572/F19/,loss
2024-01-27,LOL - LEC Winter,GiantX,G2 Esports,under,total_kills 24.5,22.00%,1.5,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20932079/D19/E18854572/F19/,win
2024-01-27,LOL - LEC Winter,GiantX,G2 Esports,over,game_duration 31.5,6.75%,1.71,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20932079/D19/E18854572/F19/,loss
2024-01-27,LOL - LEC Winter,GiantX,G2 Esports,over,total_barons 1.5,75.00%,1.71,3.0,Bet365,https://www.bet365.com/#/AC/B151/C20932079/D19/E18854572/F19/,loss
2024-01-28,LOL - LEC Winter,MAD Lions KOI,GiantX,over,total_dragons 4.5,25.00%,2.0,2.5,Bet365,https://www.bet365.com/#/AC/B151/C20932079/D19/E18854575/F19/,loss
2024-01-28,LOL - LEC Winter,MAD Lions KOI,GiantX,over,total_barons 1.5,45.83%,1.71,2.5,Bet365,https://www.bet365.com/#/AC/B151/C20932079/D19/E18854575/F19/,loss
2024-01-29,LOL - LEC Winter,GiantX,Rogue,over,total_towers 12.5,10.00%,2.0,2.2,Bet365,https://www.bet365.com/#/AC/B151/C20932079/D19/E18854580/F19/,pending
2024-01-29,LOL - LEC Winter,GiantX,Rogue,under,total_kills 23.5,37.25%,1.33,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20932079/D19/E18854580/F19/,pending
2024-01-29,LOL - LEC Winter,Team BDS,Karmine Corp,over,total_kills 27.5,6.75%,1.71,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20932079/D19/E18854581/F19/,pending
2024-01-29,LOL - LEC Winter,Team BDS,Karmine Corp,over,total_barons 1.5,5.00%,2.0,2.1,Bet365,https://www.bet365.com/#/AC/B151/C20932079/D19/E18854581/F19/,pending
2024-01-27,LOL - LCK Spring,Gen.G,Dplus KIA,under,total_inhibitors 1.5,18.50%,2.0,2.37,Bet365,https://www.bet365.com/#/AC/B151/C20930782/D19/E18848047/F19/,win
2024-01-27,LOL - LCK Spring,Gen.G,Dplus KIA,under,total_barons 1.5,12.14%,1.4,1.57,Bet365,https://www.bet365.com/#/AC/B151/C20930782/D19/E18848047/F19/,loss
2024-01-27,LOL - LCK Spring,Nongshim RedForce,Kwangdong Freecs,under,total_towers 12.5,45.79%,1.08,1.57,Bet365,https://www.bet365.com/#/AC/B151/C20930782/D19/E18848048/F19/,win
2024-01-27,LOL - LCK Spring,Nongshim RedForce,Kwangdong Freecs,over,total_kills 22.5,8.93%,1.68,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20930782/D19/E18848048/F19/,loss
2024-01-27,LOL - LCK Spring,Nongshim RedForce,Kwangdong Freecs,under,game_duration 31.5,28.54%,1.42,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20930782/D19/E18848048/F19/,loss
2024-01-27,LOL - LCK Spring,Nongshim RedForce,Kwangdong Freecs,under,total_inhibitors 1.5,33.45%,1.42,1.9,Bet365,https://www.bet365.com/#/AC/B151/C20930782/D19/E18848048/F19/,win
2024-01-27,LOL - LCK Spring,Nongshim RedForce,Kwangdong Freecs,under,total_barons 1.5,10.27%,1.42,1.57,Bet365,https://www.bet365.com/#/AC/B151/C20930782/D19/E18848048/F19/,win
2024-01-28,LOL - LCK Spring,DRX,OKSavingsBank BRION,under,total_towers 12.5,17.75%,1.33,1.57,Bet365,https://www.bet365.com/#/AC/B151/C20930782/D19/E18848049/F19/,loss
2024-01-28,LOL - LCK Spring,DRX,OKSavingsBank BRION,over,total_inhibitors 1.5,17.75%,1.33,1.57,Bet365,https://www.bet365.com/#/AC/B151/C20930782/D19/E18848049/F19/,win
2024-01-28,LOL - LCK Spring,Hanwha Life Esports,T1,under,total_towers 12.5,24.29%,1.26,1.57,Bet365,https://www.bet365.com/#/AC/B151/C20930782/D19/E18848050/F19/,win
2024-01-28,LOL - LCK Spring,Hanwha Life Esports,T1,under,total_inhibitors 1.5,40.62%,1.6,2.25,Bet365,https://www.bet365.com/#/AC/B151/C20930782/D19/E18848050/F19/,win
2024-01-31,LOL - LFL Spring,GameWard,Team GO,over,total_dragons 4.5,17.75%,1.33,1.57,Bet365,https://www.bet365.com/#/AC/B151/C20932761/D19/E18892685/F19/,pending
2024-01-31,LOL - LFL Spring,GameWard,Team GO,over,total_towers 12.5,40.88%,1.14,1.61,Bet365,https://www.bet365.com/#/AC/B151/C20932761/D19/E18892685/F19/,pending
2024-01-31,LOL - LFL Spring,GameWard,Team GO,over,game_duration 33.5,14.38%,1.6,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20932761/D19/E18892685/F19/,pending
2024-01-31,LOL - LFL Spring,GameWard,Team GO,over,total_inhibitors 1.5,31.25%,1.14,1.5,Bet365,https://www.bet365.com/#/AC/B151/C20932761/D19/E18892685/F19/,pending
2024-01-31,LOL - LFL Spring,Solary,Team BDS Academy,over,total_dragons 4.5,29.00%,1.33,1.72,Bet365,https://www.bet365.com/#/AC/B151/C20932761/D19/E18892684/F19/,pending
2024-01-31,LOL - LFL Spring,Solary,Team BDS Academy,over,total_towers 12.5,41.67%,1.41,2.0,Bet365,https://www.bet365.com/#/AC/B151/C20932761/D19/E18892684/F19/,pending
2024-01-31,LOL - LFL Spring,Solary,Team BDS Academy,under,total_kills 24.5,29.63%,1.41,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20932761/D19/E18892684/F19/,pending
2024-01-31,LOL - LFL Spring,Solary,Team BDS Academy,over,game_duration 32.5,37.25%,1.33,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20932761/D19/E18892684/F19/,pending
2024-01-31,LOL - LFL Spring,Solary,Team BDS Academy,under,total_inhibitors 1.5,14.58%,2.18,2.5,Bet365,https://www.bet365.com/#/AC/B151/C20932761/D19/E18892684/F19/,pending
2024-01-28,LOL - LCK Spring,DRX,OKSavingsBank BRION,under,total_dragons 4.5,6.48%,1.62,1.72,Bet365,https://www.bet365.com/#/AC/B151/C20930782/D19/E18848049/F19/,loss
2024-01-28,LOL - LCK Spring,DRX,OKSavingsBank BRION,under,total_barons 1.5,6.48%,1.62,1.72,Bet365,https://www.bet365.com/#/AC/B151/C20930782/D19/E18848049/F19/,loss
2024-01-28,LOL - LEC Winter,Team Vitality,Team Heretics,under,game_duration 33.5,56.86%,1.17,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20932079/D19/E18854574/F19/,loss
2024-01-28,LOL - LEC Winter,Team Vitality,Team Heretics,under,total_inhibitors 1.5,7.14%,2.33,2.5,Bet365,https://www.bet365.com/#/AC/B151/C20932079/D19/E18854574/F19/,loss
2024-01-29,LOL - LEC Winter,Team Vitality,MAD Lions KOI,over,total_barons 1.5,5.00%,2.0,2.1,Bet365,https://www.bet365.com/#/AC/B151/C20932079/D19/E18854579/F19/,pending
2024-01-29,LOL - LEC Winter,Fnatic,Team Heretics,over,total_dragons 4.5,10.00%,2.0,2.2,Bet365,https://www.bet365.com/#/AC/B151/C20932079/D19/E18854583/F19/,pending
2024-01-29,LOL - LEC Winter,Fnatic,Team Heretics,under,total_kills 25.5,30.71%,1.4,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20932079/D19/E18854583/F19/,pending
2024-01-29,LOL - LEC Winter,Fnatic,Team Heretics,over,total_barons 1.5,25.00%,2.0,2.5,Bet365,https://www.bet365.com/#/AC/B151/C20932079/D19/E18854583/F19/,pending
2024-01-30,LOL - LLA Opening,INFINITY,Six Karma,under,total_dragons 4.5,28.57%,1.56,2.0,Bet365,https://www.bet365.com/#/AC/B151/C20933562/D19/E18892630/F19/,pending
2024-01-30,LOL - LLA Opening,INFINITY,Six Karma,under,total_towers 12.5,5.00%,2.0,2.1,Bet365,https://www.bet365.com/#/AC/B151/C20933562/D19/E18892630/F19/,pending
2024-01-30,LOL - LLA Opening,INFINITY,Six Karma,under,total_kills 25.5,30.71%,1.4,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20933562/D19/E18892630/F19/,pending
2024-01-30,LOL - LLA Opening,INFINITY,Six Karma,under,total_barons 1.5,35.14%,1.27,1.72,Bet365,https://www.bet365.com/#/AC/B151/C20933562/D19/E18892630/F19/,pending
2024-01-31,LOL - LLA Opening,Isurus,Estral Esports,under,total_dragons 4.5,20.75%,1.33,1.61,Bet365,https://www.bet365.com/#/AC/B151/C20933562/D19/E18892631/F19/,pending
2024-01-31,LOL - LLA Opening,Isurus,Estral Esports,under,total_kills 24.5,22.00%,1.5,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20933562/D19/E18892631/F19/,pending
2024-01-31,LOL - LLA Opening,Isurus,Estral Esports,under,game_duration 30.5,6.75%,1.71,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20933562/D19/E18892631/F19/,pending
2024-01-31,LOL - LLA Opening,Isurus,Estral Esports,under,total_barons 1.5,17.75%,1.33,1.57,Bet365,https://www.bet365.com/#/AC/B151/C20933562/D19/E18892631/F19/,pending
2024-01-31,LOL - LLA Opening,Estral Esports,All Knights,under,total_dragons 4.5,31.15%,1.4,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20933562/D19/E18892632/F19/,pending
2024-01-31,LOL - LLA Opening,Estral Esports,All Knights,over,total_towers 12.5,26.67%,1.58,2.0,Bet365,https://www.bet365.com/#/AC/B151/C20933562/D19/E18892632/F19/,pending
2024-01-31,LOL - LLA Opening,Estral Esports,All Knights,under,game_duration 32.5,31.15%,1.4,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20933562/D19/E18892632/F19/,pending
2024-01-31,LOL - LLA Opening,Estral Esports,All Knights,over,total_inhibitors 1.5,10.00%,1.36,1.5,Bet365,https://www.bet365.com/#/AC/B151/C20933562/D19/E18892632/F19/,pending
2024-01-31,LOL - LLA Opening,Estral Esports,All Knights,under,total_barons 1.5,31.48%,1.22,1.61,Bet365,https://www.bet365.com/#/AC/B151/C20933562/D19/E18892632/F19/,pending
2024-02-01,LOL - LLA Opening,Leviatan,Movistar R7,under,total_dragons 4.5,11.00%,1.3,1.44,Bet365,https://www.bet365.com/#/AC/B151/C20933562/D19/E18892633/F19/,pending
2024-02-01,LOL - LLA Opening,Leviatan,Movistar R7,over,total_towers 11.5,11.08%,1.55,1.72,Bet365,https://www.bet365.com/#/AC/B151/C20933562/D19/E18892633/F19/,pending
2024-02-01,LOL - LLA Opening,Leviatan,Movistar R7,under,total_kills 24.5,6.75%,1.71,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20933562/D19/E18892633/F19/,pending
2024-02-01,LOL - LLA Opening,Leviatan,Movistar R7,over,game_duration 29.5,6.75%,1.71,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20933562/D19/E18892633/F19/,pending
2024-02-01,LOL - LLA Opening,Leviatan,Movistar R7,over,total_inhibitors 1.5,21.87%,1.32,1.61,Bet365,https://www.bet365.com/#/AC/B151/C20933562/D19/E18892633/F19/,pending
2024-02-01,LOL - LLA Opening,Leviatan,Movistar R7,under,total_barons 1.5,8.33%,1.2,1.3,Bet365,https://www.bet365.com/#/AC/B151/C20933562/D19/E18892633/F19/,pending
2024-01-31,LOL - LCK Spring,Kwangdong Freecs,Dplus KIA,over,total_dragons 4.5,34.17%,1.57,2.1,Bet365,https://www.bet365.com/#/AC/B151/C20930782/D19/E18901485/F19/,pending
2024-01-31,LOL - LCK Spring,KT Rolster,OKSavingsBank BRION,over,total_dragons 4.5,25.15%,1.68,2.1,Bet365,https://www.bet365.com/#/AC/B151/C20930782/D19/E18901486/F19/,pending
2024-01-31,LOL - LCK Spring,KT Rolster,OKSavingsBank BRION,under,total_kills 23.5,6.29%,1.72,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20930782/D19/E18901486/F19/,pending
2024-02-01,LOL - LCK Spring,T1,DRX,under,total_dragons 4.5,18.50%,2.0,2.37,Bet365,https://www.bet365.com/#/AC/B151/C20930782/D19/E18901488/F19/,pending
2024-02-01,LOL - LCK Spring,T1,DRX,under,total_towers 12.5,32.80%,1.25,1.66,Bet365,https://www.bet365.com/#/AC/B151/C20930782/D19/E18901488/F19/,pending
2024-02-01,LOL - LCK Spring,T1,DRX,under,game_duration 33.5,18.95%,1.54,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20930782/D19/E18901488/F19/,pending
2024-02-01,LOL - LCK Spring,T1,DRX,under,total_inhibitors 1.5,50.00%,1.67,2.5,Bet365,https://www.bet365.com/#/AC/B151/C20930782/D19/E18901488/F19/,pending
2024-02-01,LOL - LCK Spring,T1,DRX,under,total_barons 1.5,23.50%,1.54,1.9,Bet365,https://www.bet365.com/#/AC/B151/C20930782/D19/E18901488/F19/,pending
2024-02-01,LOL - LCK Spring,FearX,Nongshim RedForce,under,total_dragons 4.5,66.23%,1.43,2.37,Bet365,https://www.bet365.com/#/AC/B151/C20930782/D19/E18901488/F19/,pending
2024-02-01,LOL - LCK Spring,FearX,Nongshim RedForce,under,total_towers 12.5,55.62%,1.07,1.66,Bet365,https://www.bet365.com/#/AC/B151/C20930782/D19/E18901488/F19/,pending
2024-02-01,LOL - LCK Spring,FearX,Nongshim RedForce,under,game_duration 33.5,28.35%,1.43,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20930782/D19/E18901488/F19/,pending
2024-02-01,LOL - LCK Spring,FearX,Nongshim RedForce,under,total_inhibitors 1.5,63.19%,1.53,2.5,Bet365,https://www.bet365.com/#/AC/B151/C20930782/D19/E18901488/F19/,pending
2024-02-01,LOL - LCK Spring,FearX,Nongshim RedForce,under,total_barons 1.5,45.14%,1.31,1.9,Bet365,https://www.bet365.com/#/AC/B151/C20930782/D19/E18901488/F19/,pending
2024-02-02,LOL - LCK Spring,Gen.G,Kwangdong Freecs,over,total_dragons 4.5,59.72%,1.57,2.5,Bet365,https://www.bet365.com/#/AC/B151/C20930782/D19/E18901489/F19/,pending
2024-02-02,LOL - LCK Spring,Gen.G,Kwangdong Freecs,over,total_towers 11.5,41.67%,1.76,2.5,Bet365,https://www.bet365.com/#/AC/B151/C20930782/D19/E18901489/F19/,pending
2024-02-02,LOL - LCK Spring,Gen.G,Kwangdong Freecs,over,game_duration 30.5,16.92%,1.57,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20930782/D19/E18901489/F19/,pending
2024-02-02,LOL - LCK Spring,Gen.G,Kwangdong Freecs,over,total_barons 1.5,43.56%,2.37,3.4,Bet365,https://www.bet365.com/#/AC/B151/C20930782/D19/E18901489/F19/,pending
2024-02-02,LOL - LCK Spring,Dplus KIA,Hanwha Life Esports,under,total_dragons 4.5,25.00%,2.0,2.5,Bet365,https://www.bet365.com/#/AC/B151/C20930782/D19/E18901490/F19/,pending
2024-02-02,LOL - LCK Spring,Dplus KIA,Hanwha Life Esports,under,total_kills 20.5,8.00%,1.67,1.8,Bet365,https://www.bet365.com/#/AC/B151/C20930782/D19/E18901490/F19/,pending
2024-02-02,LOL - LCK Spring,Dplus KIA,Hanwha Life Esports,under,game_duration 33.5,14.38%,1.6,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20930782/D19/E18901490/F19/,pending
2024-02-02,LOL - LCK Spring,Dplus KIA,Hanwha Life Esports,under,total_inhibitors 1.5,25.00%,2.0,2.5,Bet365,https://www.bet365.com/#/AC/B151/C20930782/D19/E18901490/F19/,pending
2024-02-02,LOL - LCK Spring,Dplus KIA,Hanwha Life Esports,under,total_barons 1.5,74.79%,1.36,2.37,Bet365,https://www.bet365.com/#/AC/B151/C20930782/D19/E18901490/F19/,pending
2024-02-03,LOL - LCK Spring,DRX,KT Rolster,under,total_towers 11.5,5.55%,1.63,1.72,Bet365,https://www.bet365.com/#/AC/B151/C20930782/D19/E18901491/F19/,pending
2024-02-03,LOL - LCK Spring,DRX,KT Rolster,under,total_inhibitors 1.5,17.61%,1.91,2.25,Bet365,https://www.bet365.com/#/AC/B151/C20930782/D19/E18901491/F19/,pending
2024-02-03,LOL - LCK Spring,DRX,KT Rolster,under,total_barons 1.5,13.64%,1.76,2.0,Bet365,https://www.bet365.com/#/AC/B151/C20930782/D19/E18901491/F19/,pending
2024-02-03,LOL - LCK Spring,OKSavingsBank BRION,T1,over,total_dragons 4.5,13.23%,2.09,2.37,Bet365,https://www.bet365.com/#/AC/B151/C20930782/D19/E18901492/F19/,pending
2024-02-03,LOL - LCK Spring,OKSavingsBank BRION,T1,over,total_towers 11.5,8.33%,2.31,2.5,Bet365,https://www.bet365.com/#/AC/B151/C20930782/D19/E18901492/F19/,pending
2024-02-03,LOL - LCK Spring,OKSavingsBank BRION,T1,over,total_inhibitors 1.5,18.89%,1.68,2.0,Bet365,https://www.bet365.com/#/AC/B151/C20930782/D19/E18901492/F19/,pending
2024-02-03,LOL - LCK Spring,OKSavingsBank BRION,T1,over,total_barons 1.5,9.56%,3.1,3.4,Bet365,https://www.bet365.com/#/AC/B151/C20930782/D19/E18901492/F19/,pending
2024-02-04,LOL - LCK Spring,Nongshim RedForce,Hanwha Life Esports,under,total_inhibitors 1.5,14.38%,1.6,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20930782/D19/E18901493/F19/,pending
2024-02-04,LOL - LCK Spring,Nongshim RedForce,Hanwha Life Esports,under,total_barons 1.5,10.50%,1.23,1.36,Bet365,https://www.bet365.com/#/AC/B151/C20930782/D19/E18901493/F19/,pending
2024-02-04,LOL - LCK Spring,FearX,Gen.G,under,total_kills 23.5,9.78%,1.73,1.9,Bet365,https://www.bet365.com/#/AC/B151/C20930782/D19/E18901494/F19/,pending
2024-02-04,LOL - LCK Spring,FearX,Gen.G,over,game_duration 29.5,5.73%,1.73,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20930782/D19/E18901494/F19/,pending
2024-01-29,LOL - LPL Spring,FunPlus Phoenix,Team WE,over,total_towers 12.5,12.50%,2.0,2.25,Bet365,https://www.bet365.com/#/AC/B151/C20932178/D19/E18871682/F19/,win
2024-01-29,LOL - LPL Spring,FunPlus Phoenix,Team WE,under,total_kills 24.5,14.38%,1.6,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20932178/D19/E18871682/F19/,win
2024-01-29,LOL - LPL Spring,FunPlus Phoenix,Team WE,over,total_inhibitors 1.5,33.88%,1.14,1.53,Bet365,https://www.bet365.com/#/AC/B151/C20932178/D19/E18871682/F19/,win
2024-01-29,LOL - LPL Spring,FunPlus Phoenix,Team WE,over,total_barons 1.5,37.50%,1.6,2.2,Bet365,https://www.bet365.com/#/AC/B151/C20932178/D19/E18871682/F19/,loss
2024-01-29,LOL - LPL Spring,Bilibili Gaming,Anyone's Legend,under,total_barons 1.5,12.82%,1.21,1.36,Bet365,https://www.bet365.com/#/AC/B151/C20932178/D19/E18871683/F19/,pending
2024-01-30,LOL - LPL Spring,Royal Never Give Up,Ultra Prime,over,total_dragons 4.5,125.00%,1.11,2.5,Bet365,https://www.bet365.com/#/AC/B151/C20932178/D19/E18871684/F19/,pending
2024-01-30,LOL - LPL Spring,Royal Never Give Up,Ultra Prime,over,total_towers 11.5,46.40%,1.25,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20932178/D19/E18871684/F19/,pending
2024-01-30,LOL - LPL Spring,Royal Never Give Up,Ultra Prime,under,total_kills 26.5,46.40%,1.25,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20932178/D19/E18871684/F19/,pending
2024-01-30,LOL - LPL Spring,Royal Never Give Up,Ultra Prime,over,game_duration 29.5,64.70%,1.11,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20932178/D19/E18871684/F19/,pending
2024-01-30,LOL - LPL Spring,Royal Never Give Up,Ultra Prime,under,total_inhibitors 1.5,18.50%,2.0,2.37,Bet365,https://www.bet365.com/#/AC/B151/C20932178/D19/E18871684/F19/,pending
2024-01-30,LOL - LPL Spring,Royal Never Give Up,Ultra Prime,over,total_barons 1.5,65.00%,1.67,2.75,Bet365,https://www.bet365.com/#/AC/B151/C20932178/D19/E18871684/F19/,pending
2024-01-30,LOL - LPL Spring,LGD Gaming,EDward Gaming,over,total_dragons 4.5,35.00%,1.67,2.25,Bet365,https://www.bet365.com/#/AC/B151/C20932178/D19/E18871685/F19/,pending
2024-01-30,LOL - LPL Spring,LGD Gaming,EDward Gaming,over,total_towers 11.5,9.90%,1.43,1.57,Bet365,https://www.bet365.com/#/AC/B151/C20932178/D19/E18871685/F19/,pending
2024-01-30,LOL - LPL Spring,LGD Gaming,EDward Gaming,under,total_kills 26.5,46.40%,1.25,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20932178/D19/E18871685/F19/,pending
2024-01-30,LOL - LPL Spring,LGD Gaming,EDward Gaming,over,game_duration 30.5,28.10%,1.43,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20932178/D19/E18871685/F19/,pending
2024-01-30,LOL - LPL Spring,LGD Gaming,EDward Gaming,over,total_barons 1.5,25.00%,2.0,2.5,Bet365,https://www.bet365.com/#/AC/B151/C20932178/D19/E18871685/F19/,pending
2024-01-31,LOL - LPL Spring,Rare Atom,Invictus Gaming,under,total_towers 12.5,23.10%,1.28,1.57,Bet365,https://www.bet365.com/#/AC/B151/C20932178/D19/E18871686/F19/,pending
2024-01-31,LOL - LPL Spring,Rare Atom,Invictus Gaming,under,total_kills 27.5,51.81%,1.21,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20932178/D19/E18871686/F19/,pending
2024-01-31,LOL - LPL Spring,Rare Atom,Invictus Gaming,over,game_duration 30.5,12.30%,1.63,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20932178/D19/E18871686/F19/,pending
2024-01-31,LOL - LPL Spring,Rare Atom,Invictus Gaming,under,total_barons 1.5,11.60%,1.44,1.61,Bet365,https://www.bet365.com/#/AC/B151/C20932178/D19/E18871686/F19/,pending
2024-01-31,LOL - LPL Spring,Ninjas in Pyjamas,JD Gaming,under,total_dragons 4.5,22.22%,1.36,1.66,Bet365,https://www.bet365.com/#/AC/B151/C20932178/D19/E18871687/F19/,pending
