date,league,t1,t2,bet_type,bet_line,ROI,fair_odds,odds,House,url,status
2024-01-31,LOL - LPL Spring,Ninjas in Pyjamas,JD Gaming,under,total_towers 12.5,39.75%,1.12,1.57,Bet365,https://www.bet365.com/#/AC/B151/C20932178/D19/E18871687/F19/,pending
2024-01-31,LOL - LPL Spring,Ninjas in Pyjamas,JD Gaming,under,game_duration 31.5,14.63%,1.6,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20932178/D19/E18871687/F19/,pending
2024-01-31,LOL - LPL Spring,Ninjas in Pyjamas,JD Gaming,under,total_inhibitors 1.5,6.78%,2.22,2.37,Bet365,https://www.bet365.com/#/AC/B151/C20932178/D19/E18871687/F19/,pending
2024-01-31,LOL - LPL Spring,Ninjas in Pyjamas,JD Gaming,under,total_barons 1.5,24.73%,1.29,1.61,Bet365,https://www.bet365.com/#/AC/B151/C20932178/D19/E18871687/F19/,pending
2024-02-01,LOL - LPL Spring,ThunderTalk Gaming,Oh My God,over,total_dragons 4.5,31.25%,1.6,2.1,Bet365,https://www.bet365.com/#/AC/B151/C20932178/D19/E18871688/F19/,pending
2024-02-01,LOL - LPL Spring,ThunderTalk Gaming,Oh My God,under,total_kills 25.5,22.00%,1.5,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20932178/D19/E18871688/F19/,pending
2024-02-01,LOL - LPL Spring,ThunderTalk Gaming,Oh My God,over,game_duration 30.5,52.50%,1.2,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20932178/D19/E18871688/F19/,pending
2024-02-01,LOL - LPL Spring,ThunderTalk Gaming,Oh My God,over,total_barons 1.5,55.83%,1.41,2.2,Bet365,https://www.bet365.com/#/AC/B151/C20932178/D19/E18871688/F19/,pending
2024-02-01,LOL - LPL Spring,LNG Esports,Weibo Gaming,over,total_dragons 4.5,5.00%,2.0,2.1,Bet365,https://www.bet365.com/#/AC/B151/C20932178/D19/E18871689/F19/,pending
2024-02-01,LOL - LPL Spring,LNG Esports,Weibo Gaming,under,total_kills 25.5,32.17%,1.38,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20932178/D19/E18871689/F19/,pending
2024-02-01,LOL - LPL Spring,LNG Esports,Weibo Gaming,over,game_duration 31.5,11.83%,1.64,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20932178/D19/E18871689/F19/,pending
2024-02-01,LOL - LPL Spring,LNG Esports,Weibo Gaming,under,total_inhibitors 1.5,84.33%,1.29,2.37,Bet365,https://www.bet365.com/#/AC/B151/C20932178/D19/E18871689/F19/,pending
2024-02-01,LOL - LPL Spring,LNG Esports,Weibo Gaming,over,total_barons 1.5,10.00%,2.0,2.2,Bet365,https://www.bet365.com/#/AC/B151/C20932178/D19/E18871689/F19/,pending
2024-02-02,LOL - LPL Spring,Ninjas in Pyjamas,Team WE,under,total_dragons 4.5,21.79%,1.81,2.2,Bet365,https://www.bet365.com/#/AC/B151/C20932178/D19/E18871690/F19/,pending
2024-02-02,LOL - LPL Spring,Ninjas in Pyjamas,Team WE,under,total_towers 12.5,6.54%,1.47,1.57,Bet365,https://www.bet365.com/#/AC/B151/C20932178/D19/E18871690/F19/,pending
2024-02-02,LOL - LPL Spring,Ninjas in Pyjamas,Team WE,under,game_duration 33.5,24.18%,1.47,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20932178/D19/E18871690/F19/,pending
2024-02-02,LOL - LPL Spring,Ninjas in Pyjamas,Team WE,over,total_inhibitors 1.5,12.02%,1.37,1.53,Bet365,https://www.bet365.com/#/AC/B151/C20932178/D19/E18871690/F19/,pending
2024-02-02,LOL - LPL Spring,Ultra Prime,FunPlus Phoenix,over,total_dragons 4.5,7.50%,1.6,1.72,Bet365,https://www.bet365.com/#/AC/B151/C20932178/D19/E18871691/F19/,pending
2024-02-02,LOL - LPL Spring,Ultra Prime,FunPlus Phoenix,over,total_towers 11.5,16.25%,1.29,1.5,Bet365,https://www.bet365.com/#/AC/B151/C20932178/D19/E18871691/F19/,pending
2024-02-02,LOL - LPL Spring,Ultra Prime,FunPlus Phoenix,over,total_inhibitors 1.5,7.10%,1.43,1.53,Bet365,https://www.bet365.com/#/AC/B151/C20932178/D19/E18871691/F19/,pending
2024-02-02,LOL - LPL Spring,Ultra Prime,FunPlus Phoenix,over,total_barons 1.5,10.00%,1.82,2.0,Bet365,https://www.bet365.com/#/AC/B151/C20932178/D19/E18871691/F19/,pending
2024-02-02,LOL - LPL Spring,Anyone's Legend,LGD Gaming,over,total_dragons 4.5,7.90%,1.54,1.66,Bet365,https://www.bet365.com/#/AC/B151/C20932178/D19/E18871692/F19/,pending
2024-02-03,LOL - LPL Spring,Top Esports,Rare Atom,under,total_inhibitors 1.5,15.00%,1.91,2.2,Bet365,https://www.bet365.com/#/AC/B151/C20932178/D19/E18871693/F19/,pending
2024-02-03,LOL - LPL Spring,Top Esports,Rare Atom,under,total_barons 1.5,7.73%,1.39,1.5,Bet365,https://www.bet365.com/#/AC/B151/C20932178/D19/E18871693/F19/,pending
2024-02-03,LOL - LPL Spring,Invictus Gaming,ThunderTalk Gaming,under,total_towers 11.5,25.00%,2.0,2.5,Bet365,https://www.bet365.com/#/AC/B151/C20932178/D19/E18871694/F19/,pending
2024-02-04,LOL - LPL Spring,Oh My God,Ninjas in Pyjamas,under,total_dragons 4.5,35.71%,1.47,2.0,Bet365,https://www.bet365.com/#/AC/B151/C20932178/D19/E18871696/F19/,pending
2024-02-04,LOL - LPL Spring,Oh My God,Ninjas in Pyjamas,under,total_towers 11.5,20.54%,1.87,2.25,Bet365,https://www.bet365.com/#/AC/B151/C20932178/D19/E18871696/F19/,pending
2024-02-04,LOL - LPL Spring,Oh My God,Ninjas in Pyjamas,under,game_duration 33.5,39.43%,1.31,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20932178/D19/E18871696/F19/,pending
2024-02-04,LOL - LPL Spring,Oh My God,Ninjas in Pyjamas,over,total_inhibitors 1.5,11.17%,1.45,1.61,Bet365,https://www.bet365.com/#/AC/B151/C20932178/D19/E18871696/F19/,pending
2024-02-04,LOL - LPL Spring,Oh My God,Ninjas in Pyjamas,under,total_barons 1.5,8.93%,1.68,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20932178/D19/E18871696/F19/,pending
2024-02-04,LOL - LPL Spring,JD Gaming,LNG Esports,under,total_towers 11.5,42.81%,1.66,2.37,Bet365,https://www.bet365.com/#/AC/B151/C20932178/D19/E18871697/F19/,pending
2024-02-04,LOL - LPL Spring,JD Gaming,LNG Esports,under,game_duration 33.5,7.14%,1.71,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20932178/D19/E18871697/F19/,pending
2024-02-04,LOL - LPL Spring,JD Gaming,LNG Esports,under,total_inhibitors 1.5,28.80%,1.71,2.2,Bet365,https://www.bet365.com/#/AC/B151/C20932178/D19/E18871697/F19/,pending
2024-02-04,LOL - LPL Spring,JD Gaming,LNG Esports,under,total_barons 1.5,22.31%,1.47,1.8,Bet365,https://www.bet365.com/#/AC/B151/C20932178/D19/E18871697/F19/,pending
2024-02-04,LOL - LPL Spring,Royal Never Give Up,Weibo Gaming,under,total_towers 12.5,30.83%,1.2,1.57,Bet365,https://www.bet365.com/#/AC/B151/C20932178/D19/E18871698/F19/,pending
2024-02-04,LOL - LPL Spring,Royal Never Give Up,Weibo Gaming,under,total_kills 25.5,15.90%,1.58,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20932178/D19/E18871698/F19/,pending
2024-02-04,LOL - LPL Spring,Royal Never Give Up,Weibo Gaming,over,game_duration 33.5,15.90%,1.58,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20932178/D19/E18871698/F19/,pending
2024-02-04,LOL - LPL Spring,Royal Never Give Up,Weibo Gaming,under,total_inhibitors 1.5,65.90%,1.43,2.37,Bet365,https://www.bet365.com/#/AC/B151/C20932178/D19/E18871698/F19/,pending
2024-02-04,LOL - LPL Spring,Royal Never Give Up,Weibo Gaming,over,total_barons 1.5,15.90%,1.58,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20932178/D19/E18871698/F19/,pending
2024-01-29,LOL - LEC Winter,GiantX,Rogue,under,total_dragons 4.5,14.29%,1.75,2.0,Bet365,https://www.bet365.com/#/AC/B151/C20932079/D19/E18854580/F19/,pending
2024-01-30,LOL - Ultraliga,Back2TheGame,Forsaken,over,total_dragons 4.5,60.13%,1.14,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20938574/D19/E18885694/F19/,pending
2024-01-30,LOL - Ultraliga,Back2TheGame,Forsaken,over,total_towers 11.5,14.75%,1.33,1.53,Bet365,https://www.bet365.com/#/AC/B151/C20938574/D19/E18885694/F19/,pending
2024-01-30,LOL - Ultraliga,Back2TheGame,Forsaken,over,game_duration 32.5,14.38%,1.6,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20938574/D19/E18885694/F19/,pending
2024-01-30,LOL - Ultraliga,Back2TheGame,Forsaken,over,total_barons 1.5,5.00%,2.0,2.1,Bet365,https://www.bet365.com/#/AC/B151/C20938574/D19/E18885694/F19/,pending
2024-01-30,LOL - Ultraliga,devils.one,Zero Tenacity,under,total_kills 24.5,22.00%,1.5,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20938574/D19/E18885695/F19/,pending
2024-01-31,LOL - Ultraliga,Forsaken,Team ESCA Gaming,over,total_dragons 4.5,25.00%,1.6,2.0,Bet365,https://www.bet365.com/#/AC/B151/C20938574/D19/E18885701/F19/,pending
2024-01-31,LOL - Ultraliga,Forsaken,Team ESCA Gaming,over,total_towers 11.5,20.75%,1.33,1.61,Bet365,https://www.bet365.com/#/AC/B151/C20938574/D19/E18885701/F19/,pending
2024-01-31,LOL - Ultraliga,Forsaken,Team ESCA Gaming,under,total_inhibitors 1.5,5.00%,2.0,2.1,Bet365,https://www.bet365.com/#/AC/B151/C20938574/D19/E18885701/F19/,pending
2024-01-31,LOL - Ultraliga,Forsaken,Team ESCA Gaming,over,total_barons 1.5,12.50%,2.0,2.25,Bet365,https://www.bet365.com/#/AC/B151/C20938574/D19/E18885701/F19/,pending
2024-01-31,LOL - Ultraliga,GRP Esports,Zero Tenacity,under,total_kills 24.5,14.38%,1.6,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20938574/D19/E18885702/F19/,pending
2024-01-31,LOL - Ultraliga,Orbit Anonymo Esports,devils.one,over,total_dragons 4.5,59.37%,1.41,2.25,Bet365,https://www.bet365.com/#/AC/B151/C20938574/D19/E18885703/F19/,pending
2024-01-31,LOL - Ultraliga,Orbit Anonymo Esports,devils.one,over,total_towers 11.5,10.83%,1.71,1.9,Bet365,https://www.bet365.com/#/AC/B151/C20938574/D19/E18885703/F19/,pending
2024-01-31,LOL - Ultraliga,Orbit Anonymo Esports,devils.one,over,total_kills 24.5,6.75%,1.71,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20938574/D19/E18885703/F19/,pending
2024-01-31,LOL - Ultraliga,Orbit Anonymo Esports,devils.one,over,game_duration 29.5,29.62%,1.41,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20938574/D19/E18885703/F19/,pending
2024-01-31,LOL - Ultraliga,Orbit Anonymo Esports,devils.one,over,total_inhibitors 1.5,38.33%,1.2,1.66,Bet365,https://www.bet365.com/#/AC/B151/C20938574/D19/E18885703/F19/,pending
2024-02-01,LOL - LLA Opening,Movistar R7,All Knights,under,total_dragons 4.5,15.79%,1.36,1.57,Bet365,https://www.bet365.com/#/AC/B151/C20933562/D19/E18892634/F19/,pending
2024-02-01,LOL - LLA Opening,Movistar R7,All Knights,over,total_towers 11.5,9.01%,1.4,1.53,Bet365,https://www.bet365.com/#/AC/B151/C20933562/D19/E18892634/F19/,pending
2024-02-01,LOL - LLA Opening,Movistar R7,All Knights,under,total_kills 26.5,12.09%,1.63,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20933562/D19/E18892634/F19/,pending
2024-02-01,LOL - LLA Opening,Movistar R7,All Knights,under,game_duration 30.5,5.22%,1.74,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20933562/D19/E18892634/F19/,pending
2024-02-01,LOL - LLA Opening,Movistar R7,All Knights,over,total_inhibitors 1.5,6.88%,1.4,1.5,Bet365,https://www.bet365.com/#/AC/B151/C20933562/D19/E18892634/F19/,pending
2024-02-01,LOL - LLA Opening,Movistar R7,All Knights,under,total_barons 1.5,29.60%,1.11,1.44,Bet365,https://www.bet365.com/#/AC/B151/C20933562/D19/E18892634/F19/,pending
2024-02-02,LOL - LLA Opening,Isurus,Six Karma,under,total_dragons 4.5,18.76%,1.45,1.72,Bet365,https://www.bet365.com/#/AC/B151/C20933562/D19/E18892635/F19/,pending
2024-02-02,LOL - LLA Opening,Isurus,Six Karma,under,total_towers 12.5,17.62%,1.62,1.9,Bet365,https://www.bet365.com/#/AC/B151/C20933562/D19/E18892635/F19/,pending
2024-02-02,LOL - LLA Opening,Isurus,Six Karma,under,total_kills 27.5,13.29%,1.62,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20933562/D19/E18892635/F19/,pending
2024-02-02,LOL - LLA Opening,Isurus,Six Karma,over,total_inhibitors 1.5,14.29%,1.31,1.5,Bet365,https://www.bet365.com/#/AC/B151/C20933562/D19/E18892635/F19/,pending
2024-02-02,LOL - LLA Opening,Isurus,Six Karma,under,total_barons 1.5,8.40%,1.45,1.57,Bet365,https://www.bet365.com/#/AC/B151/C20933562/D19/E18892635/F19/,pending
2024-02-01,LOL - LCK Spring,T1,DRX,over,total_dragons 4.5,25.00%,2.0,2.5,Bet365,https://www.bet365.com/#/AC/B151/C20930782/D19/E18901487/F19/,pending
2024-02-01,LOL - LCK Spring,T1,DRX,over,total_barons 1.5,22.50%,2.86,3.5,Bet365,https://www.bet365.com/#/AC/B151/C20930782/D19/E18901487/F19/,pending
2024-01-31,LOL - LFL Spring,Team du Sud,Gentle Mates,over,total_dragons 4.5,12.50%,1.33,1.5,Bet365,https://www.bet365.com/#/AC/B151/C20932761/D19/E18892682/F19/,pending
2024-01-31,LOL - LFL Spring,Team du Sud,Gentle Mates,over,total_towers 12.5,20.75%,1.33,1.61,Bet365,https://www.bet365.com/#/AC/B151/C20932761/D19/E18892682/F19/,pending
2024-01-31,LOL - LFL Spring,Team du Sud,Gentle Mates,over,game_duration 33.5,14.38%,1.6,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20932761/D19/E18892682/F19/,pending
2024-01-31,LOL - LFL Spring,Team du Sud,Gentle Mates,over,total_inhibitors 1.5,31.25%,1.14,1.5,Bet365,https://www.bet365.com/#/AC/B151/C20932761/D19/E18892682/F19/,pending
2024-01-31,LOL - LFL Spring,Team du Sud,Gentle Mates,over,total_barons 1.5,12.50%,1.33,1.5,Bet365,https://www.bet365.com/#/AC/B151/C20932761/D19/E18892682/F19/,pending
2024-01-31,LOL - LFL Spring,Karmine Corp,Aegis,over,total_dragons 4.5,24.18%,1.47,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20932761/D19/E18892683/F19/,pending
2024-01-31,LOL - LFL Spring,Karmine Corp,Aegis,under,total_towers 12.5,7.84%,1.7,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20932761/D19/E18892683/F19/,pending
2024-01-31,LOL - LFL Spring,Karmine Corp,Aegis,under,total_kills 26.5,30.71%,1.4,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20932761/D19/E18892683/F19/,pending
2024-01-31,LOL - LFL Spring,Karmine Corp,Aegis,under,total_inhibitors 1.5,60.71%,1.56,2.5,Bet365,https://www.bet365.com/#/AC/B151/C20932761/D19/E18892683/F19/,pending
2024-01-31,LOL - LFL Spring,Karmine Corp,Aegis,under,total_barons 1.5,7.14%,1.4,1.5,Bet365,https://www.bet365.com/#/AC/B151/C20932761/D19/E18892683/F19/,pending
2024-01-31,LOL - LFL Spring,Solary,Team BDS,over,total_dragons 4.5,10.57%,1.56,1.72,Bet365,https://www.bet365.com/#/AC/B151/C20932761/D19/E18892684/F19/,pending
2024-01-31,LOL - LFL Spring,Solary,Team BDS,under,total_towers 12.5,14.67%,1.5,1.72,Bet365,https://www.bet365.com/#/AC/B151/C20932761/D19/E18892684/F19/,pending
2024-01-31,LOL - LFL Spring,Solary,Team BDS,over,game_duration 32.5,17.64%,1.56,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20932761/D19/E18892684/F19/,pending
2024-01-31,LOL - LFL Spring,Solary,Team BDS,under,total_inhibitors 1.5,72.62%,1.45,2.5,Bet365,https://www.bet365.com/#/AC/B151/C20932761/D19/E18892684/F19/,pending
2024-02-01,LOL - LFL Spring,GameWard,Solary,over,total_dragons 4.5,31.25%,1.14,1.5,Bet365,https://www.bet365.com/#/AC/B151/C20932761/D19/E18892686/F19/,pending
2024-02-01,LOL - LFL Spring,GameWard,Solary,over,total_towers 12.5,38.33%,1.2,1.66,Bet365,https://www.bet365.com/#/AC/B151/C20932761/D19/E18892686/F19/,pending
2024-02-01,LOL - LFL Spring,GameWard,Solary,under,total_kills 26.5,6.75%,1.71,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20932761/D19/E18892686/F19/,pending
2024-02-01,LOL - LFL Spring,GameWard,Solary,over,game_duration 33.5,37.25%,1.33,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20932761/D19/E18892686/F19/,pending
2024-02-01,LOL - LFL Spring,Aegis,Team du Sud,over,total_towers 12.5,5.00%,2.0,2.1,Bet365,https://www.bet365.com/#/AC/B151/C20932761/D19/E18892687/F19/,pending
2024-02-01,LOL - LFL Spring,Aegis,Team du Sud,under,total_kills 27.5,14.38%,1.6,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20932761/D19/E18892687/F19/,pending
2024-02-01,LOL - LFL Spring,Aegis,Team du Sud,under,total_inhibitors 1.5,25.00%,2.0,2.5,Bet365,https://www.bet365.com/#/AC/B151/C20932761/D19/E18892687/F19/,pending
2024-02-01,LOL - LFL Spring,Aegis,Team du Sud,under,total_barons 1.5,20.75%,1.33,1.61,Bet365,https://www.bet365.com/#/AC/B151/C20932761/D19/E18892687/F19/,pending
2024-02-01,LOL - LFL Spring,Karmine Corp,Team GO,over,total_dragons 4.5,26.16%,1.24,1.57,Bet365,https://www.bet365.com/#/AC/B151/C20932761/D19/E18892688/F19/,pending
2024-02-01,LOL - LFL Spring,Karmine Corp,Team GO,under,total_towers 13.5,26.16%,1.24,1.57,Bet365,https://www.bet365.com/#/AC/B151/C20932761/D19/E18892688/F19/,pending
2024-02-01,LOL - LFL Spring,Karmine Corp,Team GO,over,total_inhibitors 1.5,9.82%,1.37,1.5,Bet365,https://www.bet365.com/#/AC/B151/C20932761/D19/E18892688/F19/,pending
2024-02-01,LOL - LFL Spring,Gentle Mates,Vitality.Bee,under,total_kills 28.5,14.38%,1.6,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20932761/D19/E18892689/F19/,pending
2024-02-01,LOL - LFL Spring,Gentle Mates,Vitality.Bee,over,game_duration 32.5,14.38%,1.6,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20932761/D19/E18892689/F19/,pending
2024-02-01,LOL - LFL Spring,Gentle Mates,Vitality.Bee,over,total_inhibitors 1.5,12.50%,1.33,1.5,Bet365,https://www.bet365.com/#/AC/B151/C20932761/D19/E18892689/F19/,pending
2024-01-31,LOL - LVP Superliga Spring,Guasones,Barça eSports,over,total_dragons 4.5,25.00%,2.0,2.5,Bet365,https://www.bet365.com/#/AC/B151/C20934858/D19/E18892543/F19/,pending
2024-01-31,LOL - LVP Superliga Spring,Guasones,Barça eSports,over,total_towers 12.5,65.00%,1.33,2.2,Bet365,https://www.bet365.com/#/AC/B151/C20934858/D19/E18892543/F19/,pending
2024-01-31,LOL - LVP Superliga Spring,Guasones,Barça eSports,under,total_inhibitors 1.5,31.00%,2.0,2.62,Bet365,https://www.bet365.com/#/AC/B151/C20934858/D19/E18892543/F19/,pending
2024-01-31,LOL - LVP Superliga Spring,Los Heretics,UCAM Tokiers,over,total_dragons 3.5,31.25%,1.14,1.5,Bet365,https://www.bet365.com/#/AC/B151/C20934858/D19/E18892544/F19/,pending
2024-01-31,LOL - LVP Superliga Spring,Los Heretics,UCAM Tokiers,over,total_towers 12.5,40.62%,1.6,2.25,Bet365,https://www.bet365.com/#/AC/B151/C20934858/D19/E18892544/F19/,pending
2024-01-31,LOL - LVP Superliga Spring,Los Heretics,UCAM Tokiers,over,total_kills 25.5,37.25%,1.33,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20934858/D19/E18892544/F19/,pending
2024-01-31,LOL - LVP Superliga Spring,Los Heretics,UCAM Tokiers,over,game_duration 31.5,37.25%,1.33,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20934858/D19/E18892544/F19/,pending
2024-01-31,LOL - LVP Superliga Spring,Los Heretics,UCAM Tokiers,over,total_inhibitors 1.5,26.00%,1.14,1.44,Bet365,https://www.bet365.com/#/AC/B151/C20934858/D19/E18892544/F19/,pending
2024-01-31,LOL - LVP Superliga Spring,Los Heretics,UCAM Tokiers,over,total_barons 1.5,96.50%,1.33,2.62,Bet365,https://www.bet365.com/#/AC/B151/C20934858/D19/E18892544/F19/,pending
2024-01-31,LOL - LVP Superliga Spring,ZETA,GIANTX Pride,under,total_kills 28.5,14.38%,1.6,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20934858/D19/E18892545/F19/,pending
2024-01-31,LOL - LVP Superliga Spring,ZETA,GIANTX Pride,over,game_duration 32.5,14.38%,1.6,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20934858/D19/E18892545/F19/,pending
2024-01-31,LOL - LVP Superliga Spring,ZETA,GIANTX Pride,over,total_barons 1.5,18.75%,1.6,1.9,Bet365,https://www.bet365.com/#/AC/B151/C20934858/D19/E18892545/F19/,pending
2024-01-31,LOL - LVP Superliga Spring,Movistar KOI,Ramboot Club,under,total_dragons 4.5,68.75%,1.33,2.25,Bet365,https://www.bet365.com/#/AC/B151/C20934858/D19/E18892546/F19/,pending
2024-01-31,LOL - LVP Superliga Spring,Movistar KOI,Ramboot Club,under,total_towers 12.5,65.00%,1.33,2.2,Bet365,https://www.bet365.com/#/AC/B151/C20934858/D19/E18892546/F19/,pending
2024-01-31,LOL - LVP Superliga Spring,Movistar KOI,Ramboot Club,under,total_kills 28.5,14.38%,1.6,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20934858/D19/E18892546/F19/,pending
2024-01-31,LOL - LVP Superliga Spring,Movistar KOI,Ramboot Club,under,game_duration 31.5,37.25%,1.33,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20934858/D19/E18892546/F19/,pending
2024-01-31,LOL - LVP Superliga Spring,Movistar KOI,Ramboot Club,under,total_barons 1.5,37.25%,1.33,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20934858/D19/E18892546/F19/,pending
2024-01-31,LOL - LVP Superliga Spring,Rebels Gaming,Case Esports,over,total_dragons 4.5,12.50%,2.0,2.25,Bet365,https://www.bet365.com/#/AC/B151/C20934858/D19/E18892547/F19/,pending
2024-02-01,LOL - LVP Superliga Spring,GIANTX Pride,Movistar KOI,under,total_dragons 4.5,40.62%,1.6,2.25,Bet365,https://www.bet365.com/#/AC/B151/C20934858/D19/E18892548/F19/,pending
2024-02-01,LOL - LVP Superliga Spring,GIANTX Pride,Movistar KOI,over,total_towers 12.5,10.00%,2.0,2.2,Bet365,https://www.bet365.com/#/AC/B151/C20934858/D19/E18892548/F19/,pending
2024-02-01,LOL - LVP Superliga Spring,GIANTX Pride,Movistar KOI,over,total_kills 29.5,14.38%,1.6,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20934858/D19/E18892548/F19/,pending
2024-02-01,LOL - LVP Superliga Spring,GIANTX Pride,Movistar KOI,under,total_inhibitors 1.5,31.00%,2.0,2.62,Bet365,https://www.bet365.com/#/AC/B151/C20934858/D19/E18892548/F19/,pending
2024-02-01,LOL - LVP Superliga Spring,GIANTX Pride,Movistar KOI,over,total_barons 1.5,10.00%,2.0,2.2,Bet365,https://www.bet365.com/#/AC/B151/C20934858/D19/E18892548/F19/,pending
2024-02-01,LOL - LVP Superliga Spring,UCAM Tokiers,ZETA,over,total_dragons 4.5,87.50%,1.33,2.5,Bet365,https://www.bet365.com/#/AC/B151/C20934858/D19/E18892549/F19/,pending
2024-02-01,LOL - LVP Superliga Spring,UCAM Tokiers,ZETA,over,total_towers 12.5,25.00%,1.6,2.0,Bet365,https://www.bet365.com/#/AC/B151/C20934858/D19/E18892549/F19/,pending
2024-02-01,LOL - LVP Superliga Spring,UCAM Tokiers,ZETA,over,total_kills 28.5,14.38%,1.6,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20934858/D19/E18892549/F19/,pending
2024-02-01,LOL - LVP Superliga Spring,UCAM Tokiers,ZETA,over,game_duration 31.5,37.25%,1.33,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20934858/D19/E18892549/F19/,pending
2024-02-01,LOL - LVP Superliga Spring,UCAM Tokiers,ZETA,over,total_inhibitors 1.5,26.00%,1.14,1.44,Bet365,https://www.bet365.com/#/AC/B151/C20934858/D19/E18892549/F19/,pending
2024-02-01,LOL - LVP Superliga Spring,UCAM Tokiers,ZETA,over,total_barons 1.5,50.00%,1.33,2.0,Bet365,https://www.bet365.com/#/AC/B151/C20934858/D19/E18892549/F19/,pending
2024-02-01,LOL - LVP Superliga Spring,Barça eSports,Los Heretics,over,total_towers 12.5,7.50%,1.6,1.72,Bet365,https://www.bet365.com/#/AC/B151/C20934858/D19/E18892550/F19/,pending
2024-02-01,LOL - LVP Superliga Spring,Barça eSports,Los Heretics,over,total_kills 26.5,37.25%,1.33,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20934858/D19/E18892550/F19/,pending
2024-02-01,LOL - LVP Superliga Spring,Guasones,Rebels Gaming,over,total_dragons 4.5,31.00%,2.0,2.62,Bet365,https://www.bet365.com/#/AC/B151/C20934858/D19/E18892551/F19/,pending
2024-02-01,LOL - LVP Superliga Spring,Guasones,Rebels Gaming,under,total_inhibitors 1.5,31.00%,2.0,2.62,Bet365,https://www.bet365.com/#/AC/B151/C20934858/D19/E18892551/F19/,pending
2024-02-01,LOL - LVP Superliga Spring,Guasones,Rebels Gaming,over,total_barons 1.5,12.50%,2.67,3.0,Bet365,https://www.bet365.com/#/AC/B151/C20934858/D19/E18892551/F19/,pending
2024-02-01,LOL - LVP Superliga Spring,Ramboot Club,Case Esports,under,total_kills 27.5,37.25%,1.33,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20934858/D19/E18892552/F19/,pending
2024-02-01,LOL - LVP Superliga Spring,Ramboot Club,Case Esports,under,game_duration 30.5,14.38%,1.6,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20934858/D19/E18892552/F19/,pending
2024-02-01,LOL - LVP Superliga Spring,Ramboot Club,Case Esports,over,total_inhibitors 1.5,8.00%,1.33,1.44,Bet365,https://www.bet365.com/#/AC/B151/C20934858/D19/E18892552/F19/,pending
2024-02-01,LOL - LVP Superliga Spring,Ramboot Club,Case Esports,under,total_barons 1.5,14.75%,1.33,1.53,Bet365,https://www.bet365.com/#/AC/B151/C20934858/D19/E18892552/F19/,pending
2024-02-02,LOL - PCS Spring,HELL PIGS,Deep Cross Gaming,over,total_dragons 3.5,49.50%,1.08,1.61,Bet365,https://www.bet365.com/#/AC/B151/C20938551/D19/E18901503/F19/,pending
2024-02-02,LOL - PCS Spring,HELL PIGS,Deep Cross Gaming,over,total_towers 11.5,62.86%,1.17,1.9,Bet365,https://www.bet365.com/#/AC/B151/C20938551/D19/E18901503/F19/,pending
